,label,diff,s1_pad,s2_pad,s1,s2
7209,0.0,1.18,11,19,"[CLS] 로컬스티치! 라는 공유오피스가 있는데 곧 신사, 가로수길점이 생간다고 들었어요!! [SEP]           ",[CLS] 근처에 “ 앤더스 제주 ” 라는 카페도 넘 좋았어요!!! [SEP]                   
4263,2.2,1.18,34,61,[CLS] 영화자체로는 별점개주고싶지만 레오때문에 개준다 [SEP]                                  ,[CLS] 영화 자체에 별을 주고 싶었지만 레오 때문에 포기했다. [SEP]                                                             
4031,0.2,1.18,41,31,[CLS] 축제 … 넘 재밌어보여요 [SEP]                                         ,[CLS] 내용 넘 재밌게 잘 듣고 있습니다 [SEP]                               
2139,1.2,1.18,81,77,[CLS] 국민청원 폐쇄 요청 [SEP]                                                                                 ,[CLS] 청원시스템 개선 요청 [SEP]                                                                             
1145,3.8,1.19,14,12,"[CLS] 더더군다나 역사적 사실에 기초한것도아니고 인물만 갖다쓴 픽션 일뿐, 배우들에 연기도 새로울것도 없고 후까시만 잔득 준 느낌!!! [SEP]              ",[CLS] 게다가 역사적 사실에 근거한 것도 아니고 그냥 등장인물들만 있는 픽션이고 배우들이 연기할 새로움도 없고 그냥 재미만 준 것 같은 느낌!!! [SEP]            
5120,0.4,1.19,39,32,[CLS] 국민연금 폐지 찬성합니다 [SEP]                                       ,[CLS] 가상화폐 폐지를 찬성합니다 [SEP]                                
4237,0.0,1.19,39,69,[CLS] 이제까지 본 영화 중 이거만한게 없다ㅋㅋㅋ [SEP]                                       ,[CLS] 드라마중 유일하게 본방합니다 [SEP]                                                                     
1510,0.6,1.19,42,38,[CLS] 소년법 폐지를 간절히 요청합니다 [SEP]                                          ,[CLS] 자사고 폐지의 철회를 요청합니다. [SEP]                                      
2988,4.0,1.19,52,50,[CLS] 주휴수당 폐지 청원 [SEP]                                                    ,[CLS] 주휴수당 폐지를 청원합니다. [SEP]                                                  
4172,0.0,1.19,25,27,[CLS] 나는 슬퍼서 눈물흘렸는데... - _ - ; ; [SEP]                         ,[CLS] 뭐가 신예발견임.??.. - _ - ; [SEP]                           
5706,0.4,1.19,31,27,[CLS] 국가공인 가상화폐를 만들어주세요 [SEP]                               ,[CLS] 성관계 동의 앱을 만들어주세요. [SEP]                           
5448,1.0,1.19,34,17,[CLS] 돈아깝다레알 그냥시간도아깝고 아개짜증남 내 워스트임 [SEP]                                  ,[CLS] 아답답해답답해 한정임성격도답답하고 남편은뻔뻔하고짜증나고 아!!!! 진짜답답하다 [SEP]                 
963,0.6,1.19,38,44,[CLS] 국민연금 폐지!!! [SEP]                                      ,[CLS] 소년법폐지 해주세요!!! [SEP]                                            
8252,0.4,1.19,22,20,[CLS] 환상적인 장소와 환상적인 멤버들과 환상적인 워크샵 가졌습니다!! [SEP]                      ,[CLS] 하지만 요리를 잘해서인지 양념이 아주 환상적이었습니다 ㅎㅎㅎ [SEP]                    
7261,0.2,1.19,21,21,[CLS] 진짜 해도해도 연기너무 못한다 진짜 안타까울정도로.. [SEP]                     ,[CLS] 진짜 이런 쓰레기 영화 진심 올만에 봄... 진짜 하아 [SEP]                     
6151,4.5,1.2,4,2,[CLS] [ 제발 ] 이명박 개별청원하지 마시고 추천수로 정렬하셔서 3만명대 나오는 청원에 참여하셔야 참여자올라갑니다. [SEP]    ,"[CLS] [ 제발 ] 이명박을 개별적으로 청원하지 말고 추천인수순으로 정렬하여 청원에 30, 000명과 함께 참여하여 참여인원을 늘립니다. [SEP]  "
711,0.8,1.2,17,29,[CLS] [ 숨은 냥이 찾기 ] 삼청동 지붕 풍경. < PERSON > 님은 금방 찾으실듯. [SEP]                 ,[CLS] 첫번째 사진에서 < PERSON > 님 찾기! [SEP]                             
350,0.8,1.2,36,31,[CLS] 편과 비교하면 나름 괜찮네요 [SEP]                                    ,[CLS] 편이랑 비교하면 많이 아쉽다. [SEP]                               
2833,0.0,1.2,27,8,[CLS] 넘 멋있는 바다를 배경으로 9월말에 일정을 맞출 수 있을지.. [SEP]                           ,[CLS] 마지막 사진은 체력을 만땅으로 채워보자는 염원을 담은 달리는 말 배경..!! [SEP]        
7207,0.5,1.2,14,2,[CLS] 배우의 연기에 정말 반고흐가 그랬을거 같단 느낌을 받았네요.. [SEP]              ,[CLS] 난.. 나만 정말 박현지역활의 연기가 볼수가없다고 느낀거라 생각했는데 대부분 시청자들이 나같은 생각이구만.. [SEP]  
4088,0.0,1.2,43,35,[CLS] 감사합니다감사합니다! [SEP]                                           ,[CLS] 앞으로도 화이팅입니다! [SEP]                                   
877,4.8,1.2,30,40,[CLS] 노동사각지대의 대학원생 조교 [SEP]                              ,[CLS] 노동 사각지대 대학원생 조교 [SEP]                                        
276,4.4,1.2,40,33,[CLS] 국민연금 돌려주세요 [SEP]                                        ,[CLS] 국민연금 돌려주세요!!! [SEP]                                 
3225,0.0,1.2,36,27,[CLS] 유명한 데는 다 이유가 있었어요 ~ [SEP]                                    ,[CLS] 애들보는 에니중 재미없던 영화는 없었어요. 이 영화 빼고 ~ [SEP]                           
2105,0.4,1.2,70,66,[CLS] 이 주제와 함께 이야기 해봤으면 싶은 것이 있는데요. [SEP]                                                                      ,[CLS] 작고 사소하지만 제안드리고 싶은 것들이 있는데요. [SEP]                                                                  
8025,3.8,1.21,14,5,[CLS] 책의 저자도 내용을 공개하기 전에 책 내용이 시장에서 먹힐 내용인지 pdf로 먼저 공개 했던걸로 알고 있는데요 [SEP]              ,"[CLS] 책의 저자도 책의 내용을 pdf로 공개한 후, 책의 내용이 시장에서 통할 수 있는지 확인하기 위해 내용을 공개한 것으로 알고 있습니다. [SEP]     "
895,3.0,1.21,30,35,[CLS] 소소한 즐거움이 있는 이야기 [SEP]                              ,[CLS] 소소한 재미로 매력 있는 영화! [SEP]                                   
1252,1.6,1.21,31,15,[CLS] 청원게시판에 쓸 데가 없는 글 올리는 사람들 좀 처벌해주세요. [SEP]                               ,[CLS] 청원 및에 악의적인 쌍스러운 댓글 입에 담지못할 댓글 다는 사람을 찾아 처벌해주세요. [SEP]               
3355,4.4,1.21,0,0,[CLS] 누구나 자신의 마음에 관심을 갖고 귀기울여 들려오는 이야기와 깊이있는 바라봄을 통해 그림들을 꺼내 놓는다면 랄프와 같은 영감을 갖게 될 것 같습니다. [SEP],[CLS] 누구든지 자신의 마음에 관심을 갖고 들려오는 이야기와 깊이 있는 시선으로 그림을 그리면 랄프와 같은 영감을 받을 것 같다. [SEP]
8219,0.0,1.21,22,16,[CLS] 후무스 한번도 안 먹어봤는데 혹시 참고할 레시피 있을까요? ㅋㅋㅋ [SEP]                      ,[CLS] 혹시 모니터 있는 코워킹 스페이스나 공유오피스 아시는 분 있을까요??? [SEP]                
2048,3.2,1.21,79,73,[CLS] 가상화폐 규제 반대합니다! [SEP]                                                                               ,[CLS] 가상화폐 거래소 폐쇄 반대합니다!! [SEP]                                                                         
7031,4.2,1.21,26,27,[CLS] 즐거운 주말되세영ㅋㅋㅋ [SEP]                          ,[CLS] 좋은 주말 되세요 하하 [SEP]                           
1323,2.0,1.21,30,28,[CLS] 다산신도시 택배사태 국민세금투입을 반대합니다 [SEP]                              ,[CLS] 다산신도시 정부지원 반대 의견 모아야합니다!! [SEP]                            
8853,0.2,1.21,28,5,[CLS] 대학교때 이영화로 레포트 제출해서 A 받았었는데. [SEP]                            ,"[CLS] 이영화중학교때 또보는건데요, 학년때봤었는데 진짜너무용암이 되게신기해서 용암만 봤어요. [SEP]     "
7072,3.2,1.21,36,41,[CLS] 홍준표와 자유한국당 [SEP]                                    ,[CLS] 자한당과 홍준표를... [SEP]                                         
2790,1.8,1.21,40,46,[CLS] 제시카알바 몸매 보고와라 [SEP]                                        ,[CLS] 제시카 알바 너무 이뻐요 ~ [SEP]                                              
825,0.8,1.21,24,26,[CLS] 뭐... 나름 재밌게봤지만 너무 산만함 ; [SEP]                        ,[CLS] 재미없다는 영화도 꽤 재밌게 봤는데 이건 정말.. 난 영아니다 - - [SEP]                          
2363,0.2,1.21,35,22,[CLS] 지하고속도로 공사 지금이라도 중단해주세요. [SEP]                                   ,"[CLS] 세금 더 거두고, 북한에 전기 무료 지원을 중단해주세요. [SEP]                      "
4813,1.0,1.22,39,26,[CLS] 미팅을 초대한 시점의 멤버만 초대 됩니다. [SEP]                                       ,[CLS] 그래서 미팅을 수정해서 all을 다시 넣어 주셔야 할듯 합니다. [SEP]                          
8318,3.4,1.22,5,6,"[CLS] 여기다 올려도 될지 모르겠지만 … 제가 일부러 찾아본건 아닌데, 유튜브에서 이런걸 추천해주더라고요.. ㅎㅎ ( 체력 완전 부럽 ) [SEP]     ",[CLS] 여기에 올려도 되는지 모르겠네요.. 일부러 찾아본게 아니라 유튜브에서 이런글을 추천해줘서.. 하하 [SEP]      
3857,3.6,1.22,5,4,[CLS] 그런데 여기서 상위 row에서 matched된 분들은 더이상 select되면 안되어서 이걸 SQL로 한번에 할수 있는 방법이 있나요? [SEP]     ,"[CLS] 그런데 여기서 윗줄에 매칭된 사람은 더 이상 선택할 수 없는데, SQL로 한번에 할 수 있는 방법이 없을까요? [SEP]    "
3904,3.8,1.22,36,27,[CLS] 제가 본 영화 중에서 제일 재밌었어요 [SEP]                                    ,[CLS] 내가 본 영화중에서 제일 좋았다. [SEP]                           
4884,3.4,1.22,26,23,[CLS] 이게 사실이라니.. 정말경악할 만한 일이다.. ; ; [SEP]                          ,[CLS] 게다가.. 실화라니.. 놀랍네요.. [SEP]                       
4702,5.0,1.22,39,36,[CLS] 미세먼지 해결해주세요 [SEP]                                       ,[CLS] 미세먼지 해결해 주세요. [SEP]                                    
2741,4.0,1.22,39,43,[CLS] ㅋㅋ 조만간 자리 만들어보겠습니다 [SEP]                                       ,[CLS] 곧 자리를 마련하겠습니다. [SEP]                                           
4564,0.0,1.22,47,35,[CLS] 운동다음 음식은 정말 최고. [SEP]                                               ,[CLS] 허벅지 근육량은 정말 중요합니다. [SEP]                                   
5996,4.4,1.22,24,19,[CLS] 국민학교 시절 내친구 집에서 부모님 나가신후 몰래봤던 영화... [SEP]                        ,[CLS] 초등학교때 친구집에 부모님이 나간후 몰래 본 영화... [SEP]                   
1505,4.0,1.22,12,18,"[CLS] 사람을위한 건축, 자연을 사랑하는 건축, 건축학도로서 건축의 본질은 무엇인가 다시한번 생각하게끔 하는 영화였습니다. [SEP]            ","[CLS] 사람을 위한 건축, 자연을 사랑하는 건축, 건축학도로서 건축의 본질을 생각하게 하는 영화였습니다. [SEP]                  "
3987,3.6,1.22,38,29,[CLS] 다행히 인명피해는 없었습니다! [SEP]                                      ,[CLS] 인명피해는 없다니 다행다행이에요 [SEP]                             
1501,3.0,1.23,36,34,[CLS] 순진 + 어리버리 연기를 했던 이완.. 짱 귀여움 [SEP]                                    ,[CLS] 천진난만 + 빨갱이 연기한 이완.. 너무 귀엽다 [SEP]                                  
7530,2.8,1.23,32,10,[CLS] 이런 우연이.. 세상 참 좁다는 걸 알게 된 순간이었습니당 [SEP]                                ,[CLS] 이야기를 하던 도중 서로 알고 있는 mutual friends가 꽤 있다는 것을 알게 되었고 세상이 참 좁다는 것을 다시 느꼈습니다. [SEP]          
2067,3.8,1.23,76,74,[CLS] 오 대박! 재밌겠는데요!! ㅎㅎㅎ [SEP]                                                                            ,[CLS] ㅋㅋㅋ 오 재밌겠네요!! [SEP]                                                                          
6992,0.0,1.23,5,19,[CLS] 식물 관련해서는 죽음의 손이지만.. 이번엔 꼭! 꽃이 피는걸 볼 수 있기를!! [SEP]     ,[CLS] 다음에는 꼭 같이 갈 수 있기를 …!!! [SEP]                   
3924,4.0,1.23,35,32,[CLS] 권보아연기짱짱잘한디 @ [SEP]                                   ,[CLS] 권보아 연기 대박 @ [SEP]                                
5507,1.8,1.23,41,39,[CLS] 청소년 보호법 폐지해 주세요. [SEP]                                         ,[CLS] 청소년 보호법 개정해 주세요. [SEP]                                       
656,3.4,1.23,30,28,[CLS] 프로선수들의 군면제 폐지를 청원합니다 [SEP]                              ,[CLS] 운동선수 병역특례 ( 군 면제 ) 조항 폐지를 청원합니다 [SEP]                            
2714,2.8,1.24,36,41,[CLS] 가상화폐 젊은이들이 일을 안해요. [SEP]                                    ,[CLS] 가상화폐 때문에 사람들이 일을 안합니다 [SEP]                                         
4590,1.4,1.24,51,25,[CLS] 아 너무너무 재밌어요 [SEP]                                                   ,[CLS] 아진짜 다음엔재밌겠지ㄷㅏ음엔 재밌겠지 와 ㅜ [SEP]                         
4812,4.4,1.24,30,20,[CLS] 가구원수를 고려한 주택보유세 / 전기요금 등 공공요금 정책 세워주세요 [SEP]                              ,[CLS] 세대원수를 고려한 주택소유세 / 전기세 등 공과금 정책을 마련해 주세요. [SEP]                    
8285,1.2,1.24,28,26,[CLS] 국민청원 게시판을 폐지했으면 좋겠습니다 [SEP]                            ,[CLS] 국민청원 게시판 스마트폰 어플 만들어주세요 [SEP]                          
5722,4.6,1.24,33,36,[CLS] 평점낯추기성공함ㅅㄱ [SEP]                                 ,[CLS] [UNK] [SEP]                                    
2875,0.0,1.24,20,16,[CLS] 크레이지 뷰티풀 영화를 보는내내 제목선정을 너무 잘했네 라는 생각이 든다. 크레이지 뷰티풀 [SEP]                    ,[CLS] 모텔영화 아이덴티티였나 그거보다 긴장감은 더있는거같음 [SEP]                
8263,0.0,1.24,22,23,[CLS] 교사 성과급 등급별 지급 폐지 및 일괄지급 또는 일괄수당으로의 전환 요청 [SEP]                      ,[CLS] 실버택배 지원 여부 확인 및 지원중일 경우 지원 철회 요청 [SEP]                       
4421,2.6,1.24,35,33,[CLS] 덕분에 오피스 구경 알차게 + 당당하게 잘 하고 왔습니다 [SEP]                                   ,[CLS] 오피스 한번도 못가봤는데 덕분에 구경도 하고 좋네요!! [SEP]                                 
894,0.0,1.24,21,9,[CLS] 국민연금 폐지 또는 개편요구 ( 청원 한곳으로 모읍시다 ) [SEP]                     ,[CLS] 4월29일 에 청원한 ( ( ( 국회의원면책특권폐지 찬반을 국민투표로 물어주세요 ) ) ) 찾아서 동의해주세요 [SEP]         
8169,0.0,1.24,21,21,[CLS] 2박3일간 저희의 추억을 살펴보실 수 있도록 아래 폴더에 모두 담아놓았습니다. [SEP]                     ,[CLS] 앞으로 핵심가치를 세워가는 과정에 여러분의 생각 잘 담길 수 있도록 하겠습니다. [SEP]                     
259,0.0,1.24,26,31,[CLS] 미국의 제 51번째주로 들어가는게 생각좀 해보시죠? [SEP]                          ,[CLS] 서울 집값 어떻게 생각하시는지?? [SEP]                               
1285,0.0,1.24,33,27,[CLS] 사용해보시고 버그리포트 부탁드립니다! [SEP]                                 ,[CLS] 다시한번신청해보시고알려주세요. [SEP]                           
9033,0.0,1.24,25,20,[CLS] 인터넷에 좋은 정보들이 참 많지만 돌고 돌아서 책을 넘기는 마음이 너무 편안하내요. [SEP]                         ,[CLS] 요즘 데이터를 수집하시느라고 고생하시는데 너무 공감이 가는 어려움이었어요.. ㅎㅎ [SEP]                    
5951,4.4,1.25,35,25,[CLS] 앞으로 잘 부탁드리겠습니다 [SEP]                                   ,[CLS] 앞으로 잘부탁드리겠습니다 : ) [SEP]                         
3792,0.0,1.25,18,9,[CLS] 많이 늦어지시면 미팅을 약 5 - 10분 정도 늦추는 것도 방법일 수 있을 것 같습니다! [SEP]                  ,"[CLS] 몇주 뒤 2월 중순쯤, 졸업과 전문연 편입이 완료되시고 나면 오피스에서 자주 [UNK] 있을 것 같습니다! [SEP]         "
2630,0.4,1.25,28,26,[CLS] 그래서 보는 나도 왠지 피곤했던.. 영화 [SEP]                            ,[CLS] 내가 본 드라마중 최고로 재밌게 본 영화... [SEP]                          
1477,3.8,1.25,38,35,[CLS] 진짜 지금까지 이만한 영화 거의 없어요. [SEP]                                      ,[CLS] 지금까지 이런 영화는 본 적이 없다. [SEP]                                   
1402,3.4,1.25,36,19,[CLS] 가슴이 먹먹해지는 영화 [SEP]                                    ,[CLS] 말이 필요 없음 수십번 볼때마다 가슴이 먹먹해지는 영화 ㅜ. ㅜ [SEP]                   
2546,1.0,1.25,21,21,[CLS] 잠시 후 11시부터 부트캠프 2기 교육기획 관련 RT가 있습니다! [SEP]                     ,[CLS] 무려 “ 부트캠프 ” 부터 이어져 온 인연이기에 더욱 특별한 것 같아요 ~! [SEP]                     
2648,0.4,1.25,17,8,[CLS] 9번째 < PERSON > 님과 ( 어제 ) 처음으로 이야기 나누어보았습니다ㅎㅎ [SEP]                 ,"[CLS] 내일 < PERSON > 님과 저녁에 강남 - 양재 부근에서 번개가 있습니다. ( 주제는 회, 시작은 저녁 6시 ) [SEP]        "
2984,0.0,1.25,41,42,[CLS] 이것도 그렇고 주유소 습격사건도 그렇고....... [SEP]                                         ,[CLS].......... 이건 영화가 아냐... [SEP]                                          
3153,4.4,1.25,38,33,[CLS] 의미도 있고 재미도 있었어요. [SEP]                                      ,[CLS] 의미도 있고 재미도 있었구요 ~ [SEP]                                 
6944,3.8,1.26,4,3,[CLS] 현재는 월로 결제하고 있으나 ( $ 99 ) 서비스에 대한 신뢰가 더 생긴다면 연간 결제로 바꿀예정입니다. [SEP]    ,"[CLS] 현재는 월정액 ( 99달러 ) 을 내고 있지만, 서비스에 대한 신뢰가 높아지면 연차로 변경할 예정이다. [SEP]   "
8410,2.2,1.26,22,10,[CLS] 대규모공공분양원가공개로반값이하로분양하면투기잡힌다 [SEP]                      ,[CLS] 대규모공급과반값이하로분양할테니좀만기다려라는신호를주세요 ~ ~ [SEP]          
2088,2.8,1.26,76,68,[CLS] 사랑스럽고 유쾌한 영화.. ^ ^ [SEP]                                                                            ,[CLS] 유쾌하고.. 재밌는영화 ~ 순수한.. 사랑 ~ [SEP]                                                                    
5424,0.0,1.26,45,42,[CLS] 아 너무나도 섹시한 조지클루니! [SEP]                                             ,[CLS] 지루하다 ~ ~ ~ 아!! [SEP]                                          
5977,2.6,1.26,36,29,[CLS] 냉각타임 저도 솔깃합니다아 [SEP]                                    ,[CLS] 정말 솔깃한 것 같아요 [SEP]                             
7397,2.0,1.26,37,31,[CLS] 가능은 하지 않을까요? ㅋㅋ [SEP]                                     ,[CLS] 이런것도 가능할까요? ㅎㅎ [SEP]                               
405,4.0,1.26,35,37,[CLS] 마터스 이후로 전무후무하다.. [SEP]                                   ,[CLS] Matus 이후로 없음. [SEP]                                     
1379,4.2,1.26,36,32,[CLS] 사기죄를 더 강화해주세요 [SEP]                                    ,[CLS] 사기범죄 처벌을 강화해 주세요 [SEP]                                
2433,0.8,1.27,30,28,[CLS] 회사 내규에 따름'을 삭제합시다! [SEP]                              ,[CLS] 회사 내 연차 사용 시'사유'란을 없애주세요. [SEP]                            
2116,3.0,1.27,76,72,[CLS] 마지막사진ㅋㅋㅋ 90년대 아이돌너낌ㅋㅋㅋ [SEP]                                                                            ,[CLS] 마지막 사진 ㅋㅋㅋㅋ 90년대 아이돌 ㅋㅋㅋㅋ [SEP]                                                                        
1843,4.2,1.27,5,10,"[CLS] 10년 공공임대 분양.............. 언론도, 대통령님도, 관련 부처 담당자들도, 이 글 읽어 보세요. [SEP]     ","[CLS] 공공임대 10년분양........... 언론, 대통령, 관계부처 관계자들은 이 글을 읽어주세요. [SEP]          "
5266,1.4,1.27,37,31,[CLS] 기타 치는 모습 너무 멋있습니다! [SEP]                                     ,[CLS] 와 턱걸이 하는 모습이 너무 멋져요!!! [SEP]                               
1024,3.4,1.27,47,38,[CLS] 어설픈.. 그래서 시간 아까운 느낌이 드는 영화. [SEP]                                               ,[CLS] 서투른 영화라.. 너무 시간낭비처럼 느껴진다. [SEP]                                      
7697,3.8,1.28,8,26,"[CLS] 국가 세금으로 해외연수를 빙자한 여행 다니는 각 단체의 공무원, 교수, 교사, 대학생 등 문제 있다고 생각합니다. [SEP]        ","[CLS] 국세를 내고 해외연수를 사칭해 여행을 하는 각 단체의 공무원, 교수, 교사, 대학생 등 문제가 있는 것 같다. [SEP]                          "
9112,3.5,1.28,25,26,[CLS] 일로는 직접 [UNK] 일이 없었는데 이번 기회에 얘기 나눠볼 수 있어서 좋았습니다! [SEP]                         ,[CLS] 한 번도 직접 뵙지 못했는데 이런 기회에 이야기 나눌 수 있어서 좋았어요! [SEP]                          
3226,1.2,1.28,40,35,[CLS] 킬링타임의 아주.. [SEP]                                        ,[CLS] 킬링타임용에도 못미치는 수준.. [SEP]                                   
5726,1.0,1.28,26,15,[CLS] 부트캠프 조교 및 마스터가 하고 싶어서 미리 파악해보려고 [SEP]                          ,[CLS] 부트캠프 콘텐츠로 AI 공부를 하고 싶었지만 포기하셨던 분들 주목해주세요 [SEP]               
3435,0.0,1.28,34,29,[CLS] 집안 핵 ( 방사능 ) 문제도 관심 좀 가져주십시오. [SEP]                                  ,[CLS] 청소년보호범 폐지해주십시오 [SEP]                             
8302,0.4,1.29,27,1,[CLS] 아 어제 < PERSON > 님이 사오신거! [SEP]                           ,"[CLS] 누가? 저랑 < PERSON >, 그리고 경주에 가까이 사시는 분이든 서울에 사시는 분이든 놀 준비 되있으신 분들. [SEP] "
2554,1.2,1.29,32,22,[CLS] 왜 인기인지 알것 같아요. [SEP]                                ,[CLS] 왜 이런 것들이 인기가 있는지 분석해보아도 좋을것 같습니다. [SEP]                      
6203,3.4,1.29,18,11,[CLS] 혹시 관심 있으신 분들은 댓글 주시거나 DM 주시면 감사하겠습니다!! [SEP]                  ,[CLS] 관심 있으신 분들은 dm 주시거나 쓰레드에 댓글 달아주시면 감사하겠습니다! [SEP]           
4004,4.0,1.29,28,20,[CLS] 그냥 끼리끼리 행복하게 살게해주고 끝내줘요... 제발.. [SEP]                            ,[CLS] 그냥 서로 행복하게 살게 하시고 끝나게 해주세요... 제발... [SEP]                    
7945,0.4,1.29,43,37,[CLS] 무상급식 반대 청원합니다 [SEP]                                           ,[CLS] 조두순 출소 반대 청원합니다. [SEP]                                     
2046,0.0,1.29,18,8,[CLS] 저도 고민했고 또 같은 질문도 여러 번 받은지라 꽤 공감하면서 읽었네요 ㅎㅎ [SEP]                  ,[CLS] 사전질문도 훌륭했는데 현장 질문도 많이 들어오고! 대부분의 학생들이 끝까지 집중해서 잘 듣는 듯 했습니다. [SEP]        
8584,2.4,1.29,37,36,[CLS] 아닌게 있을 거라 올리게되면 확인 부탁드려요 ~ [SEP]                                     ,[CLS] 없을 수도 있으니 포스팅 하실 때 꼭 확인해주세요 ~ [SEP]                                    
1814,0.0,1.29,38,38,"[CLS] 자사고, 외고, 국제고 [SEP]                                      ","[CLS] 국민연금 폐지, 육아지원, 집 [SEP]                                      "
3217,1.0,1.29,39,27,[CLS] 보면서 재미없다고 생각했다. [SEP]                                       ,[CLS] 재미없다고 주변에서 말하던 것과는 달리 나한테는 상당히 재미있었다. [SEP]                           
1610,0.8,1.29,28,25,[CLS] 오늘은 < PERSON > 님과 너무나도 즐거운 이야기를 나누었습니다. [SEP]                            ,[CLS] 회식 덕에 < PERSON > 님과 함께 사당에 모여 인도음식을 즐겼습니다. [SEP]                         
7060,4.0,1.29,25,34,[CLS] < PERSON > 님과 엄청 오랜만에 이야기를 나누었습니다. [SEP]                         ,[CLS] < PERSON > 님과 오랜만에 이야기를 나누었습니다! [SEP]                                  
8063,0.0,1.3,42,33,[CLS] 진짜 잘 만든 시트콤. [SEP]                                          ,[CLS] 잘 만든 영화는 아니지만 짜증나지도 않아. [SEP]                                 
2623,0.0,1.3,8,24,"[CLS] 줄거리를 보고 명준, 만갑, 천수, 강선생 총 번 이상의 정사씬이 나올꺼 같아 별 다섯개를 준다!! [SEP]        ",[CLS] 명량 아직안번사람들 이가보고 명량보는거 추천!! [SEP]                        
4270,2.8,1.3,13,34,[CLS] 다른 건 난 모르겠고 시댁에 치여사는 나에겐양쪽 시댁 모두에게 경조사 다 챙기고 돌잔치 번 한다는 자체가 대단하다고 생각했다. [SEP]             ,"[CLS] 다른 건 잘 모르겠고, 시댁 식구들에게 당한 나는 시댁 식구들 모두를 위한 축하와 이벤트가 가득한 첫 생일 파티를 하면 너무 좋겠다는 생각이 들었다. [SEP]                                  "
5079,1.8,1.3,44,45,[CLS] 결론은 완전 노잼. [SEP]                                            ,[CLS] 결론은 완전히 넌센스다. [SEP]                                             
6017,0.0,1.3,43,33,[CLS] 사이먼 정말 대단했어요 [SEP]                                           ,[CLS] 기대 안하고 봤는데 정말 재밌었어요! [SEP]                                 
7776,0.4,1.3,30,52,[CLS] 김무성의 대정부질문 [SEP]                              ,[CLS] 국회의원의 공항갑질 [SEP]                                                    
3214,0.0,1.3,29,37,[CLS] 밑의분 말을 좀 빌리자면 제목을아내의 유혹 : 루비반지 [SEP]                             ,[CLS] 끝나고난 뒤의 여운이란.. [SEP]                                     
6659,4.5,1.3,12,0,[CLS] 이명박 출국 금지라고 쓰시는 분들은 위에 추천순 버튼을 누르고 내리다 보면 있는데 거기서 서명 해 주시면 감사하겠습니다. [SEP]            ,[CLS] 이명박의 출국금지를 쓰시는 분들은 위의 추천순으로 버튼을 누르고 아래로 스크롤 하시면 찾으실 수 있습니다. 거기에 서명해주시면 감사하겠습니다. [SEP]
4918,4.0,1.3,27,21,[CLS] 와 ~ 이제 마스크가 없어도 된다고 합니다!! 업업업!!! [SEP]                           ,[CLS] 와우 ~ 이제 마스크도 필요없다!! 업 업!!! [SEP]                     
9263,5.0,1.3,27,34,"[CLS] 문재인대통령, 정부, 여당의 여론악화 조직. [SEP]                           ","[CLS] 문재인 대통령과 정부, 여당의 여론 악화 조직. [SEP]                                  "
5064,1.6,1.31,32,21,[CLS] 스래쉬무비도 액션도 그렇다고 개연성 있는 내용도 아님. [SEP]                                ,[CLS] 스토리 개연성 이런거 다제쳐두고 공포. 고어. 슬래셔무비 장르 좋아하는 사람들이 보기에도 다소지루함. [SEP]                     
1974,0.0,1.31,28,0,[CLS] 이 나이에 군대를 가고 싶습니다 ~ ~ ~ ^ ^ [SEP]                            ,[CLS] 대통령에게 매일같이 욕을 하는 놈을 알고 있어요 ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ [SEP]
7081,3.4,1.31,23,30,[CLS] 같이 보자고 한 사람들에게 미안한 마음이 드는 영화였다. [SEP]                       ,[CLS] 보고 싶다는 분들에게 미안한 마음이 들게 만드는 영화였습니다. [SEP]                              
2280,0.8,1.31,38,27,[CLS] 낙태죄 처벌을 강화해주세요 [SEP]                                      ,[CLS] 동물학대 처벌을 강화해주세요 [SEP]                           
8988,1.2,1.31,37,35,[CLS] 처음에 약간 긴장했으나 별루임... [SEP]                                     ,[CLS] 처음만 흥미진진함..... [SEP]                                   
6849,4.2,1.31,8,4,"[CLS] 이때 필요한건 내가 좋아하는 음료나 간식... 그런 것들과 초속 센티미터 한편이면 편안히 잠들수 있을 것 같다, [SEP]        ",[CLS] 이때 필요한 것은 내가 좋아하는 음료나 간식뿐... 그런 것들과 초속 센티미터라면 편안하게 잠을 잘 수 있을 것 같다. [SEP]    
1731,2.0,1.31,42,36,[CLS] 그냥 성장영화 그 이상 그 이하도 아님. [SEP]                                          ,[CLS] 그냥 쓰레기 영화 그 이상도 이하도 아님... [SEP]                                    
3908,1.0,1.31,37,30,[CLS] 추가완료되었습니다 ~! [SEP]                                     ,[CLS] 발급완료 되었습니다 ~ [SEP]                              
4095,4.2,1.32,22,20,[CLS] 제가 청원한 일에 대해 시민들의 반응을 보고싶어두 보기가.. 넘힘드네요 [SEP]                      ,[CLS] 제 청원에 대한 시민들의 반응을 보고 싶은데 보기가 힘드네요.. [SEP]                    
7028,1.0,1.32,11,8,"[CLS] 선택적으로 참여하실 수 있으며, 시간과 장소는 자유롭게 정해주세요 ^ ^ [SEP]           ",[CLS] 봇이 정해주는 조장님은 시간과 장소를 조율하고 구글밋 일정을 만들어 초대해주세요. [SEP]        
